,time(s) , sensor1(vol) , sensor2(vol) , sensor3(vol) ,  sensor4(vol) , pulse , DC1(vol) , DC2(vol) ,humidity
41,9.9,4.433972,4.345685,4.019925,4.445571,2.983358,1.290762,3.563668,1.420292
42,9.91,4.427205,4.344718,3.998981,4.446216,2.983036,1.290439,3.563668,1.421581
43,9.92,4.41915,4.337951,3.978681,4.438805,2.983036,1.290762,3.562701,1.421903
44,9.93,4.412705,4.332151,3.960315,4.432038,2.982714,1.290439,3.561413,1.421903
45,9.94,4.405617,4.324741,3.941949,4.425594,2.98207,1.290117,3.561413,1.420937
46,9.95,4.399494,4.318296,3.924871,4.418827,2.983358,1.290117,3.562057,1.420292
47,9.96,4.393372,4.312174,3.909405,4.412061,2.983036,1.290117,3.562379,1.41997
48,9.97,4.388539,4.305408,3.894583,4.405939,2.983358,1.289795,3.563346,1.420614
49,9.98,4.382417,4.299608,3.879117,4.398528,2.983036,1.289151,3.560768,1.421581
50,9.99,4.374039,4.292841,3.861073,4.349229,0.496823,1.288506,3.556257,1.422225
51,10.0,3.980292,3.76763,2.837717,3.796308,0.496179,1.288828,3.567857,1.421259
52,10.01,3.396761,3.118044,1.937125,3.23372,0.49779,1.28754,3.566246,1.420614
53,10.02,2.928904,2.654054,1.417392,2.81774,0.49779,1.287862,3.565924,1.420614
54,10.03,2.648899,2.396282,1.167031,2.570923,0.496823,1.288184,3.565279,1.422225
55,10.04,2.499713,2.262563,1.045556,2.433015,0.49779,1.286895,3.564635,1.418681
56,10.05,2.421093,2.194575,0.984013,2.35955,0.497145,1.290439,3.561413,1.421903
57,10.06,2.377594,2.162998,0.949536,2.322495,0.496823,1.290439,3.560768,1.421581
58,10.07,2.355683,2.141732,0.929236,2.29704,0.498112,1.289795,3.560124,1.420614
59,10.08,2.340217,2.128844,0.914736,2.281896,0.496501,1.289151,3.556902,1.421581
60,10.09,2.329906,2.120466,0.905392,2.271907,0.496501,1.288506,3.566568,1.419648
61,10.1,2.329261,2.113699,0.899592,2.264174,0.49779,1.287862,3.565601,1.420614
62,10.11,2.324106,2.109833,0.89347,2.259985,0.495534,1.288828,3.564313,1.423192
63,10.12,2.320239,2.105966,0.888959,2.25483,0.496823,1.286251,3.563346,1.419326
64,10.13,2.316695,2.104033,0.88477,2.25773,0.496823,1.290762,3.560124,1.421581
65,10.14,2.312506,2.105,0.880904,2.254185,0.496823,1.290117,3.560124,1.420614
66,10.15,2.31154,2.102422,0.878326,2.25193,0.49779,1.290117,3.560124,1.420292
67,10.16,2.30864,2.100166,0.875748,2.249352,0.496179,1.289151,3.555291,1.420614
68,10.17,2.308962,2.097589,0.875104,2.245808,0.496823,1.288506,3.564957,1.420614
69,10.18,2.309929,2.095333,0.873171,2.244519,0.497145,1.28754,3.564635,1.420937
70,19.49,2.312184,2.105966,0.820327,2.254508,0.496179,1.290762,3.464104,1.421581
71,19.5,2.308962,2.1108,0.819361,2.256763,0.496823,1.289151,3.46507,1.41997
72,19.51,2.312828,2.107255,0.82065,2.254508,0.496823,1.288184,3.46797,1.418681
73,19.52,2.310251,2.111444,0.820005,2.25773,0.496179,1.290439,3.46507,1.421259
74,19.53,2.308962,2.110477,0.818394,2.255796,0.496501,1.288828,3.469581,1.420937
75,19.54,2.312506,2.1079,0.820005,2.25483,0.496501,1.288184,3.467326,1.420614
76,19.55,2.310251,2.111122,0.819039,2.257407,0.497468,1.289795,3.46507,1.421903
77,19.56,2.307673,2.109188,0.819039,2.255474,0.497468,1.287862,3.469581,1.420937
78,19.57,2.312506,2.108222,0.820327,2.253541,0.496823,1.28754,3.465392,1.41997
79,19.58,2.309284,2.111122,0.819039,2.256763,0.49779,1.289473,3.460881,1.41997
80,19.59,2.312184,2.108544,0.82065,2.25483,0.497468,1.288506,3.467648,1.422225
81,19.6,2.31154,2.105966,0.820005,2.256763,0.495534,1.291406,3.463459,1.421259
82,19.61,2.309284,2.110155,0.819361,2.256441,0.496501,1.289151,3.469581,1.420937
83,19.62,2.313795,2.1079,0.82065,2.25483,0.497145,1.28754,3.466681,1.419326
84,19.63,2.309284,2.1108,0.819361,2.256763,0.496823,1.290117,3.46217,1.420292
85,19.64,2.312828,2.108544,0.820327,2.254508,0.497468,1.288506,3.467648,1.422225
86,19.65,2.31154,2.105322,0.819683,2.258374,0.496501,1.290439,3.463781,1.420292
87,19.66,2.310251,2.110155,0.819039,2.256119,0.495534,1.288828,3.469581,1.420614
88,19.67,2.313151,2.1079,0.820005,2.25483,0.496501,1.287862,3.466037,1.421259
89,19.68,2.309929,2.111766,0.819039,2.25773,0.497468,1.290117,3.464426,1.421903
90,19.69,2.307351,2.309606,1.562067,3.395472,2.978847,1.288828,3.46797,1.420614
91,19.7,4.155255,4.110467,3.676443,4.286075,2.982392,1.288184,3.465392,1.418037
92,19.71,4.380484,4.305408,4.013158,4.423338,2.982714,1.290439,3.462815,1.41997
93,19.72,4.423661,4.344073,4.076635,4.450404,2.982714,1.289473,3.45927,1.420614
94,19.73,4.431394,4.345685,4.082757,4.449438,2.98207,1.288184,3.467648,1.421259
95,19.74,4.433972,4.341818,4.060202,4.44686,2.983681,1.28754,3.465392,1.420937
96,19.75,4.425272,4.341496,4.028625,4.447827,2.982714,1.290762,3.462815,1.421259
97,19.76,4.418827,4.330863,3.998014,4.437516,2.981425,1.289151,3.467648,1.420292
98,19.77,4.416572,4.318618,3.979004,4.426561,2.982392,1.288184,3.466037,1.420614
99,19.78,4.406583,4.306052,3.950004,4.425272,2.982714,1.291084,3.461204,1.41997
100,19.79,4.395306,4.309596,3.925194,4.414639,2.983358,1.289151,3.458948,1.420614
101,19.8,4.395306,4.297352,3.906827,4.402072,2.982714,1.288828,3.465715,1.422548
102,19.81,4.385317,4.28543,3.882983,4.402394,2.982714,1.290762,3.460881,1.421581
103,19.82,4.375006,4.289297,3.862039,4.392728,2.984003,1.289795,3.457337,1.421903
104,19.83,4.372106,4.278019,3.847862,4.380484,2.983681,1.287862,3.466359,1.421903
105,19.84,4.365662,4.270608,3.828529,4.370173,2.982392,1.288828,3.462493,1.420292
106,19.85,4.35374,4.270608,3.808874,4.373395,2.984003,1.289795,3.457981,1.420292
107,19.86,4.346007,4.260942,3.798241,4.361795,2.983358,1.289151,3.466359,1.420937
108,19.87,4.347618,4.254498,3.781486,4.354707,2.983681,1.286573,3.462815,1.421581
109,19.88,4.336985,4.253531,3.762797,4.35664,2.983681,1.290117,3.462493,1.421581
110,19.89,4.328929,4.244831,3.745398,4.346973,2.983681,1.289473,3.466681,1.420937
111,19.9,4.33054,4.23742,3.740564,4.33924,2.983036,1.287862,3.462815,1.420292
112,19.91,4.32023,4.23742,3.723165,4.339885,2.982714,1.289795,3.461526,1.420292
113,19.92,4.312496,4.229687,3.708021,4.330863,2.983681,1.288828,3.466681,1.420614
114,19.93,4.315396,4.220343,3.704798,4.325063,2.983036,1.289151,3.463781,1.41997
115,19.94,4.307019,4.216154,3.690299,4.325385,2.982714,1.290439,3.460559,1.421581
116,19.95,4.300252,4.215187,3.674832,4.31733,2.981103,1.289473,3.466359,1.420937
117,19.96,4.300252,4.206165,3.67161,4.310241,2.983036,1.288506,3.463459,1.418359
118,19.97,4.292519,4.200688,3.657111,4.311208,2.983681,1.291084,3.460559,1.420292
119,19.98,4.285108,4.201654,3.647122,4.303152,2.98207,1.289151,3.464104,1.41997
120,19.99,4.287041,4.191988,3.534347,4.167499,0.498434,1.288828,3.463781,1.420614
121,20.0,3.741531,3.501803,2.318628,3.528547,0.497468,1.290439,3.461204,1.421903
122,20.01,3.081312,2.812584,1.446714,2.912471,0.49779,1.289151,3.466037,1.421581
123,20.02,2.605722,2.349561,1.012045,2.48908,0.497468,1.287862,3.46217,1.421259
124,20.03,2.329261,2.104677,0.814205,2.248708,0.497468,1.289795,3.460237,1.420292
125,20.04,2.183942,1.978047,0.723663,2.113377,0.496179,1.287862,3.46507,1.420614
126,20.05,2.114022,1.912959,0.676297,2.041845,0.497145,1.290762,3.459915,1.420292
127,20.06,2.071167,1.880738,0.65052,2.005435,0.496501,1.289473,3.457015,1.421259
128,20.07,2.052156,1.859149,0.635054,1.980625,0.496823,1.288184,3.462815,1.421259
129,20.08,2.036046,1.846905,0.623776,1.968703,0.496501,1.290439,3.459593,1.421581
130,20.09,2.026379,1.84175,0.616365,1.957425,0.495212,1.289473,3.465392,1.41997
131,20.1,2.021868,1.834339,0.612176,1.949047,0.49779,1.286895,3.461526,1.420292
132,20.11,2.014779,1.832083,0.607021,1.947436,0.49779,1.290117,3.458626,1.420937
133,20.12,2.009302,1.826606,0.605088,1.941314,0.496823,1.288506,3.463459,1.421581
134,20.13,2.010268,1.823383,0.602188,1.93777,0.496501,1.291406,3.458626,1.421581
135,20.14,2.005757,1.823706,0.59961,1.937448,0.496179,1.289473,3.460881,1.421259
136,20.15,2.007368,1.819839,0.598321,1.934548,0.496501,1.287862,3.46217,1.419326
137,20.16,2.003502,1.821128,0.596066,1.935837,0.495857,1.289795,3.459593,1.420614
138,20.17,2.000602,1.81855,0.593166,1.931003,0.496501,1.288184,3.463781,1.420614
139,20.18,2.001569,1.816295,0.593488,1.92907,0.497468,1.28754,3.459915,1.41997
140,29.49,2.007368,1.831117,0.572222,1.948081,0.496179,1.288184,3.386127,1.42287
141,29.5,2.009302,1.828861,0.573833,1.950659,0.496501,1.290762,3.381294,1.421581
142,29.51,2.007368,1.832083,0.573188,1.947436,0.496823,1.288184,3.384516,1.423192
143,29.52,2.008657,1.828539,0.573833,1.950659,0.496501,1.290762,3.382261,1.420614
144,29.53,2.005435,1.831439,0.574155,1.947114,0.496501,1.288828,3.384839,1.419326
145,29.54,2.008657,1.834017,0.572866,1.950014,0.497145,1.290117,3.37775,1.421259
146,29.55,2.010591,1.830794,0.574155,1.947436,0.496823,1.288506,3.38355,1.420292
147,29.56,2.008013,1.834017,0.57351,1.949047,0.498112,1.290439,3.376139,1.421903
148,29.57,2.011235,1.830472,0.574477,1.947759,0.496823,1.28754,3.381939,1.420937
149,29.58,2.007691,1.832728,0.573188,1.94937,0.497145,1.288506,3.385161,1.419648
150,29.59,2.010591,1.831117,0.574155,1.94647,0.496823,1.290762,3.380005,1.420292
151,29.6,2.007368,1.83305,0.573833,1.948725,0.495212,1.289151,3.385805,1.420292
152,29.61,2.009624,1.831761,0.574155,1.94647,0.496501,1.291084,3.380328,1.420614
153,29.62,2.007368,1.832406,0.57351,1.948403,0.496823,1.289473,3.385161,1.421581
154,29.63,2.010268,1.830472,0.573833,1.946792,0.496823,1.291084,3.379361,1.421903
155,29.64,2.008335,1.832728,0.573188,1.948725,0.497468,1.288828,3.384194,1.421903
156,29.65,2.009624,1.829828,0.573833,1.951303,0.496179,1.290439,3.379683,1.420614
157,29.66,2.007691,1.832083,0.572866,1.948725,0.497145,1.288184,3.384516,1.422225
158,29.67,2.010591,1.828539,0.574155,1.951303,0.496179,1.290439,3.38065,1.420614
159,29.68,2.00608,1.832083,0.574155,1.947436,0.497468,1.289151,3.382261,1.419003
160,29.69,2.008657,2.236141,1.330716,3.24983,2.979492,1.289795,3.379683,1.421903
161,29.7,4.031525,4.007681,3.456048,4.184899,2.981747,1.289473,3.383228,1.422548
162,29.71,4.290908,4.207776,3.840129,4.338596,2.98207,1.290762,3.38065,1.420937
163,29.72,4.335374,4.255142,3.912949,4.364051,2.983036,1.288506,3.383872,1.421903
164,29.73,4.352773,4.253531,3.904894,4.377906,2.982392,1.290762,3.378717,1.420614
165,29.74,4.349229,4.259653,3.87525,4.369528,2.982392,1.288828,3.384194,1.420937
166,29.75,4.34794,4.247409,3.855917,4.362118,2.983036,1.291406,3.379039,1.421259
167,29.76,4.338918,4.247087,3.821763,4.357929,2.983036,1.287862,3.383228,1.421581
168,29.77,4.335696,4.23742,3.805652,4.34214,2.982714,1.290439,3.377428,1.420937
169,29.78,4.325707,4.235165,3.776975,4.344396,2.982392,1.289151,3.383228,1.420614
170,29.79,4.322485,4.225498,3.761508,4.328285,2.983358,1.291728,3.378072,1.420292
171,29.8,4.31153,4.222921,3.738309,4.33054,2.981747,1.289473,3.384194,1.41997
172,29.81,4.310563,4.213576,3.724454,4.317007,2.983036,1.291406,3.37775,1.420937
173,29.82,4.298963,4.210999,3.702543,4.318941,2.981747,1.289795,3.384194,1.421259
174,29.83,4.297674,4.201654,3.692232,4.30573,2.983358,1.291084,3.378394,1.421259
175,29.84,4.287041,4.199399,3.674832,4.307341,2.982714,1.289795,3.384516,1.420614
176,29.85,4.287364,4.18941,3.664199,4.298641,2.983358,1.28754,3.380328,1.420614
177,29.86,4.275119,4.189732,3.647444,4.297352,2.983358,1.291084,3.378717,1.41997
178,29.87,4.277053,4.178455,3.638744,4.288008,2.982392,1.288184,3.380005,1.420937
179,29.88,4.265453,4.180388,3.622956,4.286719,2.984647,1.290439,3.373883,1.420937
180,29.89,4.267064,4.168788,3.615867,4.278019,2.982714,1.289473,3.380005,1.41997
181,29.9,4.255464,4.171366,3.599756,4.278019,2.983681,1.290762,3.374528,1.422225
182,29.91,4.25772,4.160089,3.594601,4.267708,2.983036,1.289151,3.379683,1.419648
183,29.92,4.246764,4.162666,3.579457,4.267708,2.983358,1.290439,3.372917,1.41997
184,29.93,4.248053,4.151067,3.574623,4.258364,2.983681,1.288506,3.380005,1.418359
185,29.94,4.23742,4.153966,3.559157,4.258686,2.984969,1.290762,3.374206,1.420937
186,29.95,4.239031,4.142367,3.555291,4.251275,2.982714,1.287862,3.379039,1.421581
187,29.96,4.227109,4.144622,3.542724,4.249664,2.983681,1.288828,3.381616,1.421581
188,29.97,4.230331,4.134956,3.536602,4.242898,2.983681,1.287217,3.378717,1.421259
189,29.98,4.218087,4.136245,3.525002,4.241931,2.983036,1.289795,3.375817,1.420292
190,29.99,4.221954,4.126256,3.473126,4.129156,0.498112,1.286895,3.379039,1.41997
191,30.0,3.664521,3.432204,2.187487,3.435749,0.49779,1.289473,3.382905,1.419648
192,30.01,2.962092,2.689498,1.30075,2.775207,0.49779,1.288828,3.377105,1.421581
193,30.02,2.447192,2.205531,0.87156,2.329584,0.495212,1.289151,3.382261,1.421581
194,30.03,2.161065,1.943248,0.685641,2.069878,0.497145,1.291406,3.376783,1.421581
195,30.04,2.008657,1.814684,0.59961,1.935514,0.496501,1.289151,3.381616,1.421259
196,30.05,1.93197,1.745085,0.5574,1.863016,0.49779,1.290439,3.376139,1.420614
197,30.06,1.887182,1.711897,0.5342,1.819195,0.498112,1.289151,3.380972,1.421903
198,30.07,1.865271,1.689342,0.521312,1.798251,0.496823,1.290117,3.377105,1.420937
199,30.08,1.846905,1.678709,0.512612,1.77924,0.497145,1.288828,3.378717,1.419003
200,30.09,1.840461,1.672265,0.505201,1.771829,0.497145,1.290439,3.37195,1.421581
201,30.1,1.836594,1.664209,0.501012,1.763774,0.496823,1.28754,3.37775,1.421903
202,30.11,1.828217,1.661954,0.496823,1.760552,0.496501,1.289473,3.381616,1.420292
203,30.12,1.826606,1.656798,0.49489,1.754107,0.497468,1.290762,3.375494,1.420614
204,30.13,1.821772,1.655187,0.491346,1.752818,0.496823,1.289151,3.380972,1.41997
205,30.14,1.820806,1.651321,0.490701,1.751529,0.496823,1.292051,3.376139,1.420937
206,30.15,1.816939,1.650676,0.488123,1.747663,0.496823,1.289151,3.379683,1.422225
207,30.16,1.816617,1.650676,0.486835,1.74863,0.498112,1.291084,3.375172,1.422225
208,30.17,1.816617,1.646487,0.485868,1.744763,0.497145,1.288506,3.377428,1.421581
209,30.18,1.812106,1.647454,0.484901,1.744441,0.497468,1.289795,3.381616,1.420614
210,39.49,1.822095,1.661954,0.476846,1.76474,0.497468,1.289151,3.313951,1.418359
211,39.5,1.823061,1.662276,0.475879,1.765707,0.495857,1.290117,3.314918,1.420937
212,39.51,1.823706,1.658731,0.476846,1.766674,0.49779,1.290439,3.307507,1.420292
213,39.52,1.824672,1.660665,0.477168,1.766996,0.497468,1.291084,3.309118,1.422225
214,39.53,1.825317,1.66002,0.477168,1.762807,0.496823,1.291728,3.310729,1.421903
215,39.54,1.821128,1.660343,0.477168,1.763774,0.496823,1.288506,3.312018,1.420937
216,39.55,1.822739,1.662598,0.476201,1.763774,0.497145,1.289151,3.313629,1.418681
217,39.56,1.822417,1.662598,0.476524,1.765063,0.495857,1.288828,3.314918,1.420614
218,39.57,1.824028,1.658409,0.476846,1.766996,0.497468,1.289795,3.30654,1.41997
219,39.58,1.824672,1.660665,0.47749,1.764418,0.496823,1.290439,3.311696,1.421259
220,39.59,1.825317,1.659698,0.477813,1.763774,0.497145,1.291406,3.309762,1.421581
221,39.6,1.822095,1.660987,0.47749,1.764096,0.49779,1.288506,3.311374,1.421903
222,39.61,1.822417,1.661631,0.477168,1.764418,0.497468,1.290117,3.313951,1.419003
223,39.62,1.823061,1.66292,0.476524,1.766029,0.495857,1.289473,3.31524,1.420614
224,39.63,1.825317,1.658731,0.476524,1.767318,0.497468,1.290439,3.305896,1.419648
225,39.64,1.825639,1.660665,0.476846,1.762807,0.496501,1.291406,3.310407,1.420614
226,39.65,1.821128,1.660665,0.476846,1.764418,0.49779,1.289473,3.310407,1.421581
227,39.66,1.823061,1.661631,0.476846,1.76474,0.496823,1.288828,3.31234,1.421259
228,39.67,1.822417,1.66292,0.476524,1.765707,0.496823,1.289151,3.313629,1.423514
229,39.68,1.824028,1.663243,0.476524,1.766351,0.496823,1.289795,3.31524,1.421259
230,39.69,1.825639,1.660987,0.727207,2.732997,2.977559,1.291084,3.30944,1.420937
231,39.7,3.869128,3.852051,3.20182,4.069224,2.982392,1.287862,3.30944,1.420292
232,39.71,4.210999,4.143011,3.714465,4.265775,2.982392,1.289151,3.31234,1.419326
233,39.72,4.280919,4.197466,3.811129,4.313785,2.983681,1.290117,3.315562,1.421259
234,39.73,4.298319,4.201654,3.814029,4.313463,2.982714,1.291084,3.309762,1.421581
235,39.74,4.289619,4.20101,3.79373,4.315396,2.982392,1.289473,3.312662,1.420937
236,39.75,4.288975,4.199077,3.760219,4.31443,2.982392,1.289795,3.313951,1.420937
237,39.76,4.28833,4.186832,3.735731,4.310885,2.983358,1.291406,3.310085,1.420292
238,39.77,4.275442,4.18071,3.713498,4.297674,2.982392,1.287862,3.310407,1.41997
239,39.78,4.270286,4.179421,3.685143,4.292841,2.983036,1.289151,3.312662,1.42287
240,39.79,4.268031,4.172655,3.664844,4.288975,2.983358,1.290439,3.304607,1.421259
241,39.8,4.264809,4.162988,3.650666,4.273508,2.983358,1.291728,3.308474,1.421581
242,39.81,4.251598,4.160089,3.6352,4.269964,2.982714,1.289473,3.310729,1.421259
243,39.82,4.245153,4.156866,3.614256,4.26932,2.981425,1.288506,3.312662,1.421259
244,39.83,4.244831,4.140433,3.599112,4.265775,2.983358,1.290439,3.30654,1.420614
245,39.84,4.241931,4.140433,3.588479,4.253531,2.982714,1.291084,3.308151,1.420614
246,39.85,4.230976,4.139789,3.573979,4.248053,2.983036,1.289151,3.312018,1.419648
247,39.86,4.225176,4.137856,3.558835,4.248053,2.983036,1.290762,3.313951,1.421581
248,39.87,4.224854,4.127545,3.550457,4.244831,2.982714,1.291406,3.308796,1.421581
249,39.88,4.212932,4.121745,3.541435,4.234842,2.983358,1.288828,3.308151,1.421259
250,39.89,4.211321,4.121745,3.520169,4.229365,2.982714,1.288828,3.312018,1.418681
251,39.9,4.20681,4.119489,3.514691,4.229687,2.983681,1.290117,3.313307,1.41997
252,39.91,4.206165,4.109823,3.508569,4.226787,2.982714,1.290762,3.308796,1.420937
253,39.92,4.19521,4.104668,3.500836,4.217121,2.983358,1.28754,3.308151,1.421581
254,39.93,4.191988,4.105312,3.484725,4.214221,2.983681,1.289151,3.311696,1.423514
255,39.94,4.190377,4.104023,3.476992,4.212932,2.984647,1.290762,3.310407,1.421259
256,39.95,4.189088,4.093712,3.471837,4.199077,2.982714,1.291406,3.307829,1.420937
257,39.96,4.17491,4.090812,3.467326,4.199077,2.983036,1.289151,3.310085,1.420614
258,39.97,4.174266,4.090168,3.452504,4.200043,2.982714,1.289473,3.312018,1.421259
259,39.98,4.17491,4.07599,3.445737,4.199399,2.984003,1.290762,3.304607,1.421259
260,39.99,4.174588,4.077279,3.400305,4.076957,0.49779,1.291728,3.306863,1.421903
261,40.0,3.587834,3.350039,2.080511,3.347139,0.498757,1.288184,3.309118,1.421259
262,40.01,2.850606,2.587678,1.194097,2.665976,0.497468,1.289795,3.310729,1.419326
263,40.02,2.325717,2.092111,0.78585,2.210042,0.495857,1.289151,3.312018,1.421581
264,40.03,2.03379,1.828861,0.608954,1.951303,0.498757,1.290439,3.31234,1.419648
265,40.04,1.882671,1.695786,0.530978,1.813717,0.498112,1.290762,3.30364,1.420614
266,40.05,1.805017,1.630377,0.492312,1.73413,0.495857,1.291728,3.308474,1.421259
267,40.06,1.759263,1.594288,0.471046,1.69482,0.49779,1.291084,3.306863,1.421581
268,40.07,1.735741,1.575922,0.45848,1.670331,0.497145,1.288184,3.309762,1.421903
269,40.08,1.720919,1.563034,0.449458,1.657443,0.497145,1.288828,3.310407,1.423192
270,40.09,1.712864,1.555945,0.443658,1.647776,0.49779,1.290117,3.31234,1.419648
271,40.1,1.706419,1.546278,0.440113,1.641976,0.497145,1.290439,3.303963,1.420614
272,40.11,1.702231,1.543056,0.436891,1.632954,0.496501,1.291406,3.30654,1.420937
273,40.12,1.69482,1.540156,0.434636,1.630699,0.497468,1.287862,3.307829,1.421581
274,40.13,1.692886,1.538545,0.431736,1.627477,0.497145,1.289473,3.309762,1.41997
275,40.14,1.690953,1.536612,0.42948,1.626832,0.495534,1.289795,3.311051,1.422225
276,40.15,1.690309,1.531779,0.42948,1.625543,0.49779,1.290117,3.302674,1.420292
277,40.16,1.68902,1.531456,0.428514,1.621999,0.497145,1.291406,3.306863,1.420292
278,40.17,1.687409,1.529201,0.427547,1.620066,0.497145,1.291406,3.30654,1.420614
279,40.18,1.68322,1.529201,0.426258,1.61781,0.495857,1.288828,3.308474,1.420937
280,49.49,1.69772,1.542734,0.424003,1.641654,0.497145,1.291406,3.248864,1.421903
281,49.5,1.695786,1.541767,0.424003,1.638754,0.496823,1.291084,3.251119,1.421903
282,49.51,1.698042,1.54209,0.424325,1.639076,0.49779,1.291084,3.250797,1.420937
283,49.52,1.69772,1.542412,0.424003,1.639076,0.496179,1.290762,3.24983,1.41997
284,49.53,1.692886,1.54209,0.424325,1.640365,0.497145,1.291406,3.249186,1.420292
285,49.54,1.694175,1.543056,0.424647,1.639721,0.49779,1.288184,3.250153,1.421259
286,49.55,1.695142,1.543378,0.422714,1.640043,0.496823,1.289473,3.252086,1.421903
287,49.56,1.694175,1.543378,0.42368,1.64101,0.496501,1.289151,3.253053,1.41997
288,49.57,1.695464,1.54499,0.423036,1.641654,0.495534,1.289151,3.254019,1.422548
289,49.58,1.696108,1.544345,0.423036,1.641654,0.497145,1.289473,3.254341,1.420292
290,49.59,1.697075,1.540801,0.42368,1.641976,0.498112,1.290439,3.254664,1.420292
291,49.6,1.696753,1.542412,0.423358,1.642621,0.497468,1.289473,3.245319,1.420292
292,49.61,1.697397,1.542412,0.424003,1.641654,0.497145,1.290439,3.248542,1.421903
293,49.62,1.69772,1.542412,0.424003,1.639399,0.496823,1.291728,3.249508,1.421903
294,49.63,1.695142,1.542734,0.424647,1.640365,0.496501,1.291084,3.248542,1.421903
295,49.64,1.694175,1.543378,0.424647,1.640365,0.496823,1.288828,3.24983,1.420937
296,49.65,1.695464,1.544023,0.424325,1.640043,0.49779,1.288184,3.250797,1.420292
297,49.66,1.69482,1.544345,0.423358,1.640687,0.497145,1.289151,3.251442,1.420614
298,49.67,1.694497,1.544023,0.423036,1.640365,0.497145,1.289151,3.252086,1.418681
299,49.68,1.695142,1.54499,0.42368,1.641654,0.497468,1.288828,3.252408,1.422225
300,49.69,1.695464,1.616199,0.873171,2.830306,2.976592,1.289473,3.254019,1.422548
